obs_id;site_id;holiday;date
3081;7;New year;2016-01-01
3097;11;Republic Day;2014-06-02
3100;11;Immaculate Conception;2017-12-08
3113;11;International Workers' Day;2016-05-01
3119;11;New year;2015-01-01
3123;11;All Saints Day;2015-11-01
3148;22;Republic Day;2016-06-02
3163;82;Easter Sunday;2016-03-27
3170;82;Christmas Day;2016-12-25
3219;53;Ascension Thursday;2017-05-25
3251;56;New year;2015-01-01
0;20;Christmas Day;2016-12-25
14;20;New year;2017-01-01
28;20;Thanksgiving Friday;2015-11-27
33;20;Birthday of Martin Luther King, Jr.;2015-01-19
72;20;Emancipation Day in Texas;2016-06-19
73;20;Christmas Day (Observed);2016-12-26
79;20;Veterans Day;2016-11-11
86;34;Christmas Day;2017-12-25
138;42;Victory in Europe Day;2014-05-08
140;42;Easter Monday;2015-04-06
145;42;All Saints Day;2015-11-01
146;42;Ascension Thursday;2016-05-05
153;42;Christmas Day;2015-12-25
181;48;Christmas Day;2015-12-25
183;48;Ascension Thursday;2017-05-25
187;48;Ascension Thursday;2014-05-29
228;49;New year;2015-01-01
247;49;Republic Day;2017-06-02
251;88;Republic Day;2014-06-02
259;88;St Stephen's Day;2014-12-26
287;88;International Workers' Day;2017-05-01
307;59;New year;2014-01-01
312;59;Labour Day;2016-05-01
313;59;All Saints Day;2016-11-01
359;91;Assumption of Mary to Heaven;2015-08-15
364;91;Easter Monday;2017-04-17
368;91;Whit Monday;2017-06-05
399;60;Assumption of Mary to Heaven;2016-08-15
415;61;Assumption of Mary to Heaven;2016-08-15
427;61;New year;2016-01-01
428;61;Christmas Day;2016-12-25
434;61;Republic Day;2015-06-02
441;62;Easter Monday;2016-03-28
461;63;All Saints Day;2017-11-01
515;64;Epiphany;2016-01-06
528;65;International Workers' Day;2015-05-01
551;65;All Saints Day;2016-11-01
582;68;All Saints Day;2016-11-01
626;69;International Workers' Day;2015-05-01
664;86;All Saints Day;2017-11-01
687;70;Immaculate Conception;2016-12-08
689;70;Easter Monday;2016-03-28
706;70;All Saints Day;2015-11-01
709;70;New year;2017-01-01
714;71;International Workers' Day;2016-05-01
719;71;Epiphany;2016-01-06
748;72;Entrudo;2014-03-04
758;72;Entrudo;2015-02-17
780;73;International Workers' Day;2015-05-01
791;73;St Stephen's Day;2017-12-26
808;73;New year;2015-01-01
816;74;Easter Monday;2015-04-06
826;74;Epiphany;2015-01-06
918;76;Epiphany;2015-01-06
935;77;International Workers' Day;2016-05-01
955;77;All Saints Day;2015-11-01
990;90;Liberation Day;2015-04-25
998;90;Liberation Day;2017-04-25
1007;87;Assumption of Mary to Heaven;2017-08-15
1009;87;International Workers' Day;2015-05-01
1015;87;Christmas Day;2015-12-25
1028;87;Republic Day;2016-06-02
1029;87;All Saints Day;2016-11-01
1030;87;St Stephen's Day;2014-12-26
1056;1;Assumption of Mary to Heaven;2015-08-15
1080;1;Immaculate Conception;2016-12-08
1085;2;International Workers' Day;2013-05-01
1086;2;Republic Day;2013-06-02
1096;2;Assumption of Mary to Heaven;2013-08-15
1144;4;Christmas Day;2017-12-25
1163;4;All Saints Day;2016-11-01
1165;4;Republic Day;2017-06-02
1274;6;All Saints Day;2015-11-01
1275;6;Christmas Day;2016-12-25
1276;6;St Stephen's Day;2016-12-26
1291;83;Easter Monday;2016-03-28
1293;83;Easter Monday;2015-04-06
1364;8;Easter Monday;2015-04-06
1372;8;Immaculate Conception;2016-12-08
1393;8;Immaculate Conception;2014-12-08
1394;8;New year;2015-01-01
1402;8;Easter Monday;2014-04-21
1441;10;Immaculate Conception;2016-12-08
1481;12;St Stephen's Day;2016-12-26
1505;12;St Stephen's Day;2015-12-26
1634;15;Christmas Day;2017-12-25
1649;15;Epiphany;2017-01-06
1651;15;International Workers' Day;2016-05-01
1658;16;Assumption of Mary to Heaven;2015-08-15
1700;17;St Stephen's Day;2014-12-26
1708;17;Christmas Day;2015-12-25
1726;17;Epiphany;2014-01-06
1757;18;Easter Monday;2016-03-28
1781;19;New year;2017-01-01
1801;84;Liberation Day;2017-04-25
1814;84;St Stephen's Day;2014-12-26
1826;84;New year;2017-01-01
1846;80;Liberation Day;2015-04-25
1853;80;New year;2016-01-01
1869;80;International Workers' Day;2017-05-01
1920;24;Liberation Day;2017-04-25
1943;25;New year;2017-01-01
2012;27;International Workers' Day;2017-05-01
2017;27;Immaculate Conception;2016-12-08
2018;27;St Stephen's Day;2016-12-26
2021;27;Epiphany;2016-01-06
2023;27;New year;2016-01-01
2037;28;Epiphany;2015-01-06
2051;28;Easter Monday;2015-04-06
2057;28;Epiphany;2016-01-06
2122;30;National Women Day;2016-08-09
2137;30;Local Elections;2016-08-03
2138;30;Easter Monday;2014-04-21
2139;30;Workers Day;2014-05-01
2141;30;New year;2016-01-01
2192;31;Workers Day;2016-05-01
2199;31;Day of reconcilation;2016-12-16
2215;32;Christmas Day substitute;2016-12-26
2258;33;Workers Day;2014-05-01
2281;33;Day of reconcilation;2016-12-16
2298;33;New year;2015-01-01
2318;35;Youth Day;2017-06-16
2328;35;Easter Monday;2016-03-28
2357;35;Human Rights Day;2014-03-21
2430;39;Easter Monday;2015-04-06
2486;41;St Stephen's Day;2017-12-26
2487;41;Liberation Day;2017-04-25
2496;43;Good Friday;2016-03-25
2505;43;Fiesta nacional de España;2014-10-12
2508;43;Fiesta nacional de España;2016-10-12
2520;44;Day of the Constitution of the Slovak Republic;2017-09-01
2523;44;Labour Day;2016-05-01
2528;44;All Saints Day;2016-11-01
2537;44;Epiphany;2015-01-06
2614;45;Christmas Day;2017-12-25
2615;45;Christmas Day;2016-12-25
2620;46;International Workers' Day;2016-05-01
2623;46;Assumption of Mary to Heaven;2017-08-15
2638;46;International Workers' Day;2017-05-01
2643;50;Victory in Europe Day;2017-05-08
2648;50;Armistice Day;2016-11-11
2674;50;Easter Monday;2016-03-28
2676;51;Berchtold's Day;2017-01-02
2683;51;Berchtold's Day;2016-01-02
2700;51;Christmas Day;2016-12-25
2701;51;Good Friday;2016-03-25
2713;52;Epiphany;2017-01-06
2718;52;Immaculate Conception;2017-12-08
2729;52;All Saints Day;2015-11-01
2738;52;All Saints Day;2016-11-01
2745;54;International Workers' Day;2016-05-01
2746;54;Epiphany;2014-01-06
2755;54;Christmas Day;2015-12-25
2783;54;Liberation Day;2014-04-25
2800;55;New year;2014-01-01
2804;55;International Workers' Day;2014-05-01
2809;55;Easter Monday;2017-04-17
2813;55;Epiphany;2015-01-06
2866;57;All Saints Day;2017-11-01
2880;89;Assumption of Mary to Heaven;2016-08-15
2902;89;All Saints Day;2016-11-01
2904;89;Easter Monday;2015-04-06
2971;58;New year;2012-01-01
2982;58;Easter Sunday;2017-04-16
2991;58;New year;2017-01-01
3065;7;St Stephen's Day;2016-12-26
3066;7;Assumption of Mary to Heaven;2017-08-15
3076;7;Republic Day;2017-06-02
3091;7;All Saints Day;2016-11-01
3092;7;St Stephen's Day;2014-12-26
3104;11;Easter Monday;2016-03-28
3129;11;Immaculate Conception;2014-12-08
3147;22;Liberation Day;2016-04-25
3158;22;Assumption of Mary to Heaven;2017-08-15
3162;82;National Holiday;2017-08-01
3164;82;Whit Sunday;2016-05-15
3165;82;New year;2016-01-01
3179;82;Labour Day;2016-05-01
3189;47;Liberation Day;2016-04-25
3217;53;Easter Monday;2017-04-17
3221;53;Christmas Day;2017-12-25
3235;56;Whit Monday;2015-05-25
3258;56;New year;2017-01-01
3273;36;Epiphany;2017-01-06
5;20;Washington's Birthday;2016-02-15
22;20;Independence Day (Observed);2015-07-03
31;20;Emancipation Day in Texas;2017-06-19
62;20;Thanksgiving Day;2015-11-26
88;34;Good Friday;2016-03-25
102;34;Washington's Birthday;2017-02-20
108;34;Christmas Day (Observed);2016-12-26
133;42;Ascension Thursday;2017-05-25
136;42;Christmas Day;2016-12-25
159;42;Labour Day;2017-05-01
182;48;All Saints Day;2016-11-01
186;48;Christmas Day;2017-12-25
205;48;New year;2014-01-01
224;49;Republic Day;2014-06-02
240;49;All Saints Day;2014-11-01
296;59;Whit Monday;2014-06-09
304;59;Armistice Day;2016-11-11
310;59;All Saints Day;2014-11-01
319;59;New year;2017-01-01
321;59;Ascension Thursday;2015-05-14
323;59;New year;2015-01-01
334;59;Christmas Day;2014-12-25
355;91;New year;2015-01-01
375;60;New year;2015-01-01
406;61;International Workers' Day;2017-05-01
411;61;Assumption of Mary to Heaven;2017-08-15
412;61;Immaculate Conception;2017-12-08
416;61;New year;2017-01-01
426;61;Epiphany;2015-01-06
464;63;New year;2015-01-01
484;63;Epiphany;2017-01-06
505;64;Republic Day;2015-06-02
514;64;St Stephen's Day;2015-12-26
529;65;Liberation Day;2016-04-25
537;65;Republic Day;2016-06-02
545;65;New year;2016-01-01
547;65;Immaculate Conception;2017-12-08
549;65;St Stephen's Day;2015-12-26
553;65;Epiphany;2015-01-06
576;66;Epiphany;2017-01-06
594;68;St Stephen's Day;2017-12-26
609;68;Christmas Day;2016-12-25
617;69;New year;2016-01-01
635;69;International Workers' Day;2017-05-01
675;86;Republic Day;2015-06-02
692;70;Epiphany;2015-01-06
716;71;Immaculate Conception;2017-12-08
756;72;New year;2014-01-01
764;72;Imaculada Conceição;2015-12-08
771;72;Dia do Trabalhador;2015-05-01
775;72;Good Friday;2014-04-18
792;73;Republic Day;2016-06-02
817;74;Liberation Day;2014-04-25
820;74;Christmas Day;2015-12-25
888;75;All Saints Day;2015-11-01
896;75;New year;2015-01-01
906;76;International Workers' Day;2016-05-01
916;76;New year;2015-01-01
931;77;Christmas Day;2015-12-25
979;90;Immaculate Conception;2017-12-08
982;90;Epiphany;2016-01-06
984;90;Epiphany;2017-01-06
989;90;New year;2017-01-01
996;90;Assumption of Mary to Heaven;2017-08-15
1008;87;Republic Day;2014-06-02
1035;87;Easter Monday;2014-04-21
1045;87;Immaculate Conception;2014-12-08
1046;87;Liberation Day;2015-04-25
1047;87;Epiphany;2016-01-06
1054;1;Assumption of Mary to Heaven;2016-08-15
1079;1;Liberation Day;2016-04-25
1089;2;Easter Monday;2014-04-21
1091;2;Liberation Day;2013-04-25
1094;2;Immaculate Conception;2013-12-08
1113;3;Christmas Day;2016-12-25
1130;3;Christmas Day;2015-12-25
1132;3;Easter Monday;2017-04-17
1133;3;Epiphany;2015-01-06
1180;81;Immaculate Conception;2015-12-08
1194;81;Assumption of Mary to Heaven;2014-08-15
1241;5;St Stephen's Day;2016-12-26
1250;6;Assumption of Mary to Heaven;2015-08-15
1253;6;Easter Monday;2016-03-28
1262;6;International Workers' Day;2015-05-01
1272;6;Epiphany;2015-01-06
1284;83;International Workers' Day;2014-05-01
1313;83;Assumption of Mary to Heaven;2014-08-15
1329;79;Liberation Day;2016-04-25
1353;79;Christmas Day;2015-12-25
1357;79;International Workers' Day;2014-05-01
1386;8;New year;2017-01-01
1390;8;Assumption of Mary to Heaven;2017-08-15
1391;8;All Saints Day;2017-11-01
1413;9;St Stephen's Day;2015-12-26
1434;9;New year;2016-01-01
1460;10;Easter Monday;2015-04-06
1488;12;International Workers' Day;2015-05-01
1502;12;New year;2015-01-01
1513;12;Republic Day;2014-06-02
1519;12;Epiphany;2014-01-06
1528;13;St Stephen's Day;2014-12-26
1533;13;Christmas Day;2016-12-25
1543;13;St Stephen's Day;2017-12-26
1549;13;All Saints Day;2014-11-01
1553;13;Liberation Day;2017-04-25
1554;13;New year;2014-01-01
1560;13;Christmas Day;2015-12-25
1609;78;Easter Monday;2017-04-17
1615;78;Immaculate Conception;2017-12-08
1659;16;New year;2016-01-01
1678;16;All Saints Day;2017-11-01
1685;16;Immaculate Conception;2016-12-08
1695;17;Liberation Day;2017-04-25
1697;17;Liberation Day;2014-04-25
1705;17;Republic Day;2017-06-02
1756;18;Republic Day;2015-06-02
1791;19;International Workers' Day;2017-05-01
1799;84;Christmas Day;2016-12-25
1815;84;International Workers' Day;2015-05-01
1820;84;New year;2015-01-01
1837;84;Easter Monday;2014-04-21
1838;84;Assumption of Mary to Heaven;2015-08-15
1889;21;Assumption of Mary to Heaven;2016-08-15
1893;21;St Stephen's Day;2016-12-26
1896;21;Epiphany;2017-01-06
1901;23;International Workers' Day;2017-05-01
1904;23;All Saints Day;2016-11-01
1941;24;Epiphany;2017-01-06
1972;85;St Stephen's Day;2016-12-26
1997;26;Easter Monday;2016-03-28
2014;27;All Saints Day;2017-11-01
2019;27;Assumption of Mary to Heaven;2017-08-15
2039;28;All Saints Day;2016-11-01
2046;28;All Saints Day;2015-11-01
2081;29;Easter Monday;2014-04-21
2090;29;National Women Day;2014-08-09
2093;29;Freedom Day substitute;2014-04-28
2150;30;Day of reconcilation;2014-12-16
2169;31;Freedom Day;2015-04-27
2170;31;Day of good will;2015-12-26
2203;31;Freedom Day substitute;2014-04-28
2213;32;Day of reconcilation;2016-12-16
2222;32;Good Friday;2016-03-25
2250;32;Freedom Day substitute;2014-04-28
2261;33;National Women Day substitute;2015-08-10
2268;33;Boxing Day;2015-12-26
2323;35;Boxing Day;2015-12-26
2330;35;Day of good will;2016-12-26
2370;37;Republic Day;2016-06-02
2373;37;Republic Day;2017-06-02
2374;37;Immaculate Conception;2017-12-08
2387;37;Immaculate Conception;2016-12-08
2413;39;Epiphany;2017-01-06
2429;39;Assumption of Mary to Heaven;2017-08-15
2448;40;Assumption of Mary to Heaven;2017-08-15
2475;41;St Stephen's Day;2016-12-26
2479;41;All Saints Day;2016-11-01
2533;44;Good Friday;2016-03-25
2558;44;Saints Cyril and Methodius Day;2015-07-05
2562;44;St. Stephen's Day (The Second Christmas Day);2014-12-26
2592;44;Christmas Day;2017-12-25
2632;46;Epiphany;2016-01-06
2637;46;Immaculate Conception;2016-12-08
2672;50;Armistice Day;2017-11-11
2678;51;Easter Monday;2016-03-28
2690;51;Boxing Day;2015-12-26
2730;52;Christmas Day;2016-12-25
2756;54;Easter Monday;2017-04-17
2763;54;All Saints Day;2014-11-01
2790;55;All Saints Day;2017-11-01
2802;55;St Stephen's Day;2017-12-26
2833;57;Easter Monday;2014-04-21
2836;57;New year;2016-01-01
2844;57;New year;2014-01-01
2858;57;Easter Monday;2015-04-06
2863;57;All Saints Day;2014-11-01
2876;89;International Workers' Day;2016-05-01
2928;58;Whit Sunday;2014-06-08
2949;58;Easter Monday;2014-04-21
2955;58;Whit Monday;2014-06-09
2960;58;Whit Sunday;2016-05-15
3026;67;Assumption of Mary to Heaven;2016-08-15
3063;7;Epiphany;2017-01-06
3072;7;Republic Day;2016-06-02
3083;7;International Workers' Day;2016-05-01
3084;7;Immaculate Conception;2015-12-08
3096;11;Epiphany;2015-01-06
3114;11;Republic Day;2016-06-02
3138;22;Immaculate Conception;2017-12-08
3139;22;Christmas Day;2016-12-25
3144;22;St Stephen's Day;2016-12-26
3171;82;Good Friday;2017-04-14
3176;82;National Holiday;2016-08-01
3184;47;Assumption of Mary to Heaven;2016-08-15
3190;47;International Workers' Day;2016-05-01
3211;53;National Holiday;2017-10-26
3216;53;All Saints Day;2016-11-01
3232;56;New year;2016-01-01
3239;56;Assumption of Mary to Heaven;2015-08-15
3282;36;Christmas Day;2016-12-25
